Unnamed: 0,Player,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,GP RANK,W RANK,L RANK,MIN RANK,PTS RANK,FGM RANK,FGA RANK,FG% RANK,3PM RANK,3PA RANK,3P% RANK,FTM RANK,FTA RANK,FT% RANK,OREB RANK,DREB RANK,REB RANK,AST RANK,TOV RANK,STL RANK,BLK RANK,PF RANK,FP RANK,DD2 RANK,TD3 RANK,+/- RANK,Rookie Season
26,James Anderson,SAS,22,9,7,2,116.6,47,16,37,43.2,11,22,50.0,4,6,66.7,0,7,7,10,5,2,3,10,80,0,0,-25,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11
27,Dominique Jones,DAL,22,18,10,8,135.1,42,14,45,31.1,0,4,0.0,14,17,82.4,6,19,25,19,10,5,3,7,115,0,0,-21,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11
28,Luke Babbitt,POR,22,19,9,10,91.3,21,9,31,29.0,1,11,9.1,2,7,28.6,2,14,16,2,5,2,1,9,47,0,0,-21,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11
29,Avery Bradley,BOS,20,17,13,4,69.6,17,6,22,27.3,0,1,0.0,5,10,50.0,3,3,6,5,9,5,0,10,38,0,0,-18,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11
30,Craig Brackins,PHI,23,2,0,2,20.8,8,4,11,36.4,0,3,0.0,0,0,0.0,2,1,3,0,0,1,0,2,15,0,0,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11
31,Cole Aldrich,OKC,22,7,3,4,54.7,7,3,6,50.0,0,0,0.0,1,2,50.0,4,9,13,1,4,3,1,12,32,0,0,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11
1,Kyrie Irving,CLE,20,28,12,16,868.3,508,189,397,47.6,34,82,41.5,96,112,85.7,26,71,97,144,87,23,16,66,870,0,0,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12
2,Brandon Knight,DET,20,35,11,24,1112.9,449,168,407,41.3,55,144,38.2,58,71,81.7,18,103,121,123,90,24,5,93,776,2,0,-181,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12
3,Kemba Walker,CHA,22,32,4,28,933.9,424,146,395,37.0,40,116,34.5,92,115,80.0,16,107,123,122,57,34,10,40,830,1,1,-323,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12
4,Ricky Rubio,MIN,21,34,17,17,1185.6,385,124,331,37.5,29,82,35.4,108,133,81.2,11,134,145,284,115,80,7,79,1131,11,0,66,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12
5,MarShon Brooks,NJN,23,25,6,19,761.1,365,138,314,43.9,32,90,35.6,57,74,77.0,40,67,107,50,47,27,9,62,629,1,0,-124,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12
6,Norris Cole,MIA,23,34,27,7,728.9,297,119,281,42.3,14,50,28.0,45,55,81.8,12,45,57,84,57,28,0,79,518,0,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12
7,Iman Shumpert,NYK,22,28,15,13,844.2,289,113,301,37.5,22,82,26.8,41,48,85.4,17,77,94,90,70,56,7,88,656,0,0,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12
8,Markieff Morris,PHX,22,34,14,20,698.4,270,101,256,39.5,31,77,40.3,37,53,69.8,41,128,169,34,32,27,25,97,648,1,0,-72,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12
9,Derrick Williams,MIN,21,34,17,17,627.1,247,91,208,43.8,12,48,25.0,53,82,64.6,42,100,142,18,34,16,13,40,497,0,0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12
10,Kawhi Leonard,SAS,21,34,24,10,793.0,237,97,209,46.4,16,46,34.8,27,41,65.9,56,109,165,30,23,43,14,42,628,3,0,-46,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12
11,Jimmer Fredette,SAC,23,29,9,20,599.6,233,81,216,37.5,39,104,37.5,32,36,88.9,11,23,34,56,38,17,0,35,371,0,0,-160,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12
12,Klay Thompson,GSW,22,30,13,17,496.4,215,85,188,45.2,38,84,45.2,7,8,87.5,8,40,48,38,33,14,7,66,360,0,0,-52,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12
13,Tristan Thompson,CLE,21,25,10,15,464.5,174,71,165,43.0,0,0,0.0,32,73,43.8,62,81,143,5,30,9,29,48,437,2,0,-58,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12
14,Nikola Vucevic,PHI,21,25,13,12,424.6,165,78,144,54.2,3,6,50.0,6,11,54.5,41,83,124,15,18,13,21,57,420,0,0,75,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12
15,Enes Freedom,UTA,20,32,15,17,463.5,161,63,135,46.7,0,0,0.0,35,52,67.3,66,99,165,3,28,10,16,38,414,0,0,-47,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12
16,Alec Burks,UTA,20,27,13,14,323.9,157,56,133,42.1,5,13,38.5,40,57,70.2,22,25,47,17,17,9,1,33,252,0,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12
17,Chris Singleton,WAS,22,33,7,26,620.9,124,49,131,37.4,16,50,32.0,10,15,66.7,15,77,92,20,18,36,13,83,393,0,0,-120,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12
18,Bismack Biyombo,CHA,19,31,4,27,520.2,117,47,96,49.0,0,0,0.0,23,55,41.8,47,95,142,10,30,10,52,65,458,2,0,-202,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12
19,Tobias Harris,MIL,19,19,7,12,212.7,111,39,83,47.0,3,9,33.3,30,37,81.1,18,22,40,8,13,7,5,22,194,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12
20,Kenneth Faried,DEN,22,15,7,8,254.9,108,41,76,53.9,0,0,0.0,26,36,72.2,34,57,91,6,13,7,17,29,285,2,0,-22,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12
21,Reggie Jackson,OKC,22,28,22,6,332.5,104,36,106,34.0,9,40,22.5,23,27,85.2,6,24,30,47,27,20,1,27,247,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12
22,JaJuan Johnson,BOS,23,19,9,10,180.8,80,38,71,53.5,0,0,0.0,4,7,57.1,10,21,31,4,7,3,9,16,152,0,0,-11,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12
23,Jan Vesely,WAS,22,26,7,19,402.5,75,34,68,50.0,0,0,0.0,7,19,36.8,35,45,80,17,26,17,12,77,258,0,0,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12
24,Elliot Williams,POR,23,19,11,8,107.1,65,27,50,54.0,5,17,29.4,6,16,37.5,4,11,15,2,4,4,3,10,103,0,0,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12
25,Jimmy Butler,CHI,22,20,15,5,150.6,50,14,28,50.0,1,2,50.0,21,26,80.8,10,13,23,5,6,8,4,11,115,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12
26,Jordan Hamilton,DEN,21,10,4,6,100.1,46,17,44,38.6,10,23,43.5,2,3,66.7,6,24,30,5,9,2,1,6,90,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12
27,Cory Joseph,SAS,20,24,17,7,194.3,43,17,49,34.7,2,8,25.0,7,11,63.6,2,12,14,28,9,4,2,13,111,0,0,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12
28,Nolan Smith,POR,23,20,11,9,135.3,38,13,45,28.9,3,11,27.3,9,15,60.0,3,13,16,20,15,6,1,16,93,0,0,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12
29,Marcus Morris Sr.,HOU,22,3,1,2,17.4,5,2,10,20.0,0,4,0.0,1,2,50.0,2,0,2,0,0,0,0,2,7,0,0,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12
30,Daniel Orton,ORL,21,2,1,1,5.6,2,0,0,0.0,0,0,0.0,2,2,100.0,0,0,0,0,0,0,0,0,2,0,0,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12
1,Damian Lillard,POR,22,53,25,28,2037.5,969,343,820,41.8,116,331,35.0,167,195,85.6,27,145,172,342,160,53,15,109,1732,6,0,-45,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-13
2,Dion Waiters,CLE,21,45,15,30,1325.8,637,239,603,39.6,50,162,30.9,109,142,76.8,15,99,114,142,93,48,9,89,1065,0,0,-116,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-13
3,Bradley Beal,WAS,20,44,13,31,1361.6,582,210,534,39.3,66,181,36.5,96,121,79.3,27,116,143,109,68,39,22,81,1032,1,0,-132,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-13
4,Anthony Davis,NOH,20,40,16,24,1111.3,499,206,401,51.4,0,5,0.0,87,124,70.2,91,207,298,36,58,47,75,94,1219,9,0,-113,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-13
5,Harrison Barnes,GSW,21,51,29,22,1316.8,476,177,394,44.9,37,101,36.6,85,117,72.6,29,185,214,76,61,32,10,91,912,3,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-13
6,Michael Kidd-Gilchrist,CHA,19,49,11,38,1268.8,445,173,380,45.5,2,9,22.2,97,127,76.4,83,198,281,75,70,38,49,112,1086,3,0,-191,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-13
7,Tyler Zeller,CLE,23,49,16,33,1350.9,394,151,360,41.9,0,2,0.0,92,120,76.7,113,189,302,68,67,24,47,158,1004,4,0,-201,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-13
8,Andrew Nicholson,ORL,23,49,14,35,774.7,383,168,312,53.8,0,0,0.0,47,59,79.7,44,130,174,22,50,15,20,90,680,1,0,-33,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-13
9,Andre Drummond,DET,19,50,18,32,985.8,365,161,272,59.2,1,2,50.0,42,115,36.5,143,232,375,23,40,47,84,105,1203,8,0,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-13
10,Terrence Ross,TOR,22,50,20,30,846.0,322,129,323,39.9,50,151,33.1,14,23,60.9,25,78,103,40,35,30,11,89,594,0,0,-36,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-13
11,Austin Rivers,NOH,20,52,19,33,1209.6,314,118,337,35.0,24,76,31.6,54,97,55.7,14,80,94,112,69,24,9,105,625,0,0,-142,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-13
12,Jared Sullinger,BOS,21,45,22,23,891.5,270,111,225,49.3,1,5,20.0,47,63,74.6,92,172,264,35,29,22,22,154,742,4,0,42,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-13
13,Jonas Valanciunas,TOR,21,35,14,21,752.6,254,100,189,52.9,0,0,0.0,54,74,73.0,70,117,187,32,47,11,39,104,629,5,0,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-13
14,Thomas Robinson,HOU,22,50,18,32,798.6,245,102,239,42.7,0,0,0.0,41,71,57.7,90,141,231,35,65,25,21,94,648,3,0,-147,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-13
15,John Henson,MIL,22,39,17,22,498.4,232,100,213,46.9,0,3,0.0,32,64,50.0,65,101,166,17,25,9,22,57,525,3,0,-40,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-13
16,Maurice Harkless,ORL,20,46,13,33,901.3,222,96,210,45.7,6,35,17.1,24,42,57.1,53,123,176,26,26,39,35,61,668,1,0,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-13
17,Meyers Leonard,POR,21,41,20,21,607.4,171,66,122,54.1,0,3,0.0,39,46,84.8,45,83,128,10,23,10,24,85,419,0,0,-106,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-13
18,John Jenkins,ATL,22,35,17,18,448.7,167,60,139,43.2,28,68,41.2,19,22,86.4,10,36,46,23,17,3,6,23,267,0,0,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-13
19,Festus Ezeli,GSW,23,48,27,21,733.6,125,51,118,43.2,0,0,0.0,23,46,50.0,89,94,183,13,49,18,46,108,507,0,0,-64,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-13
20,Evan Fournier,DEN,20,23,12,11,199.6,84,32,66,48.5,13,29,44.8,7,15,46.7,4,7,11,18,20,5,0,34,119,0,0,-38,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-13
21,Joel Freeland,POR,26,31,9,22,284.2,74,32,79,40.5,0,0,0.0,10,15,66.7,26,42,68,8,13,8,6,43,197,0,0,-46,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-13
22,Victor Claver,POR,24,29,15,14,382.1,72,29,85,34.1,9,39,23.1,5,13,38.5,23,39,62,17,22,13,3,25,198,0,0,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-13
23,Marquis Teague,CHI,20,31,16,15,221.8,60,27,69,39.1,0,7,0.0,6,10,60.0,1,19,20,38,20,5,3,27,145,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-13
24,Tony Wroten,MEM,20,17,12,5,149.8,57,20,56,35.7,1,8,12.5,16,20,80.0,9,11,20,25,13,6,4,12,136,0,0,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-13
25,Arnett Moultrie,PHI,22,19,9,10,163.3,46,19,39,48.7,0,0,0.0,8,16,50.0,24,21,45,2,2,8,3,10,134,0,0,-32,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-13
25,Donatas Motiejunas,HOU,22,18,11,7,75.4,46,18,35,51.4,4,12,33.3,6,11,54.5,4,6,10,5,4,2,2,12,74,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-13
27,Perry Jones III,OKC,21,25,20,5,166.4,43,21,56,37.5,0,2,0.0,1,2,50.0,5,29,34,10,13,1,4,17,101,0,0,-38,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-13
28,Kendall Marshall,PHX,21,19,4,15,209.7,39,15,37,40.5,8,21,38.1,1,2,50.0,2,6,8,29,17,5,0,14,90,0,0,-57,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-13
29,Terrence Jones,HOU,21,11,5,6,90.6,34,13,34,38.2,2,8,25.0,6,6,100.0,7,11,18,6,3,3,4,3,83,0,0,-23,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-13
30,Jeremy Lamb,OKC,21,16,15,1,64.5,27,9,28,32.1,6,14,42.9,3,3,100.0,1,5,6,2,4,1,0,9,36,0,0,-29,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-13
31,Jared Cunningham,DAL,22,8,4,4,25.7,16,6,14,42.9,2,3,66.7,2,2,100.0,1,2,3,1,2,1,0,3,22,0,0,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-13
32,Miles Plumlee,IND,24,8,5,3,28.8,6,2,11,18.2,0,0,0.0,2,2,100.0,7,4,11,2,2,0,2,4,26,0,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-13
33,Fab Melo,BOS,23,2,2,0,7.6,2,1,2,50.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,1,2,8,0,0,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-13
1,Victor Oladipo,ORL,22,54,16,38,1723.3,748,260,634,41.0,47,155,30.3,181,233,77.7,30,206,236,214,171,88,35,148,1550,4,1,-264,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-14
2,Michael Carter-Williams,PHI,22,42,14,28,1452.5,719,258,651,39.6,41,141,29.1,162,230,70.4,62,164,226,272,149,89,30,124,1606,10,1,-243,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-14
3,Trey Burke,UTA,21,40,18,22,1232.2,499,188,511,36.8,64,190,33.7,59,65,90.8,19,103,122,219,77,23,5,81,981,4,0,-124,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-14
4,Tim Hardaway Jr.,NYK,22,51,20,31,1067.7,467,170,377,45.1,75,195,38.5,52,65,80.0,12,63,75,45,30,25,6,70,688,0,0,-133,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-14
5,Ben McLemore,SAC,21,53,18,35,1236.1,403,146,399,36.6,57,172,33.1,54,68,79.4,34,113,147,52,54,27,9,120,711,0,0,-102,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-14
6,Kentavious Caldwell-Pope,DET,21,50,21,29,1185.4,337,132,336,39.3,43,137,31.4,30,40,75.0,20,85,105,45,22,52,6,106,683,0,0,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-14
7,Giannis Antetokounmpo,MIL,19,47,8,39,1133.3,326,111,260,42.7,22,70,31.4,82,121,67.8,49,163,212,81,78,33,34,110,825,2,0,-174,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-14
8,Kelly Olynyk,BOS,23,44,13,31,816.2,303,116,271,42.8,17,60,28.3,54,67,80.6,79,126,205,69,64,19,19,137,703,2,0,-41,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-14
9,Cody Zeller,CHA,21,53,23,30,884.4,267,98,258,38.0,0,1,0.0,71,96,74.0,66,147,213,58,53,25,22,115,698,0,0,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-14
10,Mason Plumlee,BKN,24,41,18,23,638.1,255,91,144,63.2,0,2,0.0,73,115,63.5,39,95,134,15,31,28,31,89,584,2,0,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-14
10,Tony Snell,CHI,22,47,25,22,881.7,255,95,247,38.5,45,139,32.4,20,28,71.4,15,77,92,44,32,20,12,45,495,0,0,-118,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-14
12,Steven Adams,OKC,20,55,43,12,794.2,184,63,132,47.7,0,0,0.0,58,95,61.1,105,127,232,35,54,25,42,145,662,1,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-14
13,Anthony Bennett,CLE,21,41,16,25,513.1,154,54,170,31.8,11,43,25.6,35,55,63.6,37,78,115,11,37,18,7,81,347,1,0,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-14
14,CJ McCollum,POR,22,17,9,8,259.2,118,44,99,44.4,18,43,41.9,12,17,70.6,2,21,23,15,18,7,2,30,177,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-14
14,Shane Larkin,DAL,21,36,19,17,437.4,118,46,124,37.1,11,36,30.6,15,23,65.2,11,29,40,64,37,22,1,38,294,0,0,79,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-14
16,Archie Goodwin,PHX,19,37,23,14,387.0,113,45,118,38.1,3,28,10.7,20,29,69.0,14,48,62,15,33,13,8,27,240,0,0,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-14
17,Dennis Schroder,ATL,20,23,11,12,306.7,89,34,87,39.1,3,14,21.4,18,24,75.0,1,26,27,45,32,9,0,24,184,0,0,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-14
18,Rudy Gobert,UTA,22,26,5,21,313.9,67,20,44,45.5,0,0,0.0,27,53,50.9,38,72,110,6,24,6,25,46,277,0,0,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-14
19,Reggie Bullock Jr.,LAC,23,25,18,7,214.9,60,23,57,40.4,10,33,30.3,4,5,80.0,6,23,29,6,8,2,1,13,105,0,0,48,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-14
20,Alex Len,PHX,21,21,11,10,191.2,46,18,41,43.9,0,0,0.0,10,13,76.9,24,32,56,1,11,3,8,38,137,0,0,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-14
21,Gorgui Dieng,MIN,24,33,18,15,204.8,45,18,47,38.3,0,0,0.0,9,21,42.9,22,50,72,9,16,10,17,45,210,0,0,-60,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-14
22,Shabazz Muhammad,MIN,21,17,10,7,81.4,39,15,40,37.5,1,7,14.3,8,11,72.7,5,7,12,2,5,2,0,8,57,0,0,-47,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-14
23,Otto Porter Jr.,WAS,21,23,10,13,213.6,37,16,55,29.1,0,9,0.0,5,8,62.5,12,23,35,9,8,6,1,15,106,0,0,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-14
24,Andre Roberson,OKC,22,22,19,3,165.7,36,15,29,51.7,1,5,20.0,5,8,62.5,18,25,43,8,10,10,4,30,132,0,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-14
25,Sergey Karasev,CLE,20,17,4,13,138.1,33,10,32,31.3,4,18,22.2,9,10,90.0,0,15,15,5,9,3,1,17,62,0,0,-43,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-14
26,Solomon Hill,IND,23,18,14,4,157.7,30,11,27,40.7,4,17,23.5,4,5,80.0,8,19,27,10,9,3,2,11,83,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-14
27,Nemanja Nedovic,GSW,23,21,14,7,134.0,24,8,35,22.9,3,16,18.8,5,6,83.3,3,12,15,12,12,0,1,13,51,0,0,-66,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-14
1,Andrew Wiggins,MIN,20,53,11,42,1829.1,806,299,693,43.1,34,95,35.8,174,236,73.7,78,153,231,102,104,59,31,129,1402,1,0,-279,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-15
2,Elfrid Payton,ORL,21,56,17,39,1567.0,443,184,435,42.3,4,21,19.0,71,130,54.6,65,144,209,317,137,87,10,133,1323,3,0,-149,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-15
3,Nerlens Noel,PHI,21,49,12,37,1475.8,404,170,382,44.5,0,0,0.0,64,114,56.1,102,250,352,79,95,78,83,127,1333,7,0,-350,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-15
4,Nikola Mirotic,CHI,24,54,34,20,925.1,385,115,291,39.5,52,151,34.4,103,132,78.0,31,198,229,59,39,30,30,111,889,3,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-15
5,Zach LaVine,MIN,20,48,10,38,1040.5,366,142,343,41.4,19,67,28.4,63,78,80.8,11,91,102,154,101,36,6,94,744,2,0,-338,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-15
6,Jabari Parker,MIL,20,25,13,12,738.4,308,129,263,49.0,4,16,25.0,46,66,69.7,50,88,138,42,47,31,5,42,598,2,0,-114,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-15
7,Jusuf Nurkic,DEN,20,41,15,26,706.3,286,114,256,44.5,0,1,0.0,58,85,68.2,78,182,260,35,53,34,54,129,862,3,0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-15
8,Dante Exum,UTA,19,53,19,34,1097.1,251,92,261,35.2,49,161,30.4,18,29,62.1,16,63,79,121,62,25,7,90,561,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-15
8,Marcus Smart,BOS,21,37,15,22,901.3,251,81,220,36.8,49,140,35.0,40,60,66.7,27,81,108,131,53,43,6,96,671,0,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-15
10,Shabazz Napier,MIA,23,41,18,23,856.8,209,70,190,36.8,34,99,34.3,35,46,76.1,15,81,96,107,66,36,4,62,539,0,0,-42,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-15
11,PJ Hairston,CHA,22,35,16,19,525.5,195,68,212,32.1,42,134,31.3,17,20,85.0,15,56,71,16,17,16,13,50,374,1,0,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-15
12,Nik Stauskas,SAC,21,50,18,32,680.0,168,57,174,32.8,24,92,26.1,30,35,85.7,7,45,52,36,20,12,10,61,330,0,0,-121,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-15
13,Aaron Gordon,ORL,19,23,6,17,378.0,135,50,93,53.8,9,19,47.4,26,39,66.7,17,56,73,15,23,6,10,38,270,0,0,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-15
14,Rodney Hood,UTA,22,24,9,15,437.8,126,40,126,31.7,20,70,28.6,26,37,70.3,5,55,60,29,19,10,6,57,271,0,0,-23,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-15
15,Gary Harris,DEN,20,26,8,18,319.5,86,28,105,26.7,12,53,22.6,18,25,72.0,13,19,32,18,17,23,4,34,215,0,0,-29,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-15
16,Kyle Anderson,SAS,21,27,17,10,339.0,70,29,81,35.8,3,11,27.3,9,14,64.3,5,63,68,28,10,13,7,26,244,0,0,-22,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-15
17,Doug McDermott,CHI,23,22,15,7,206.3,67,26,57,45.6,7,27,25.9,8,13,61.5,1,28,29,3,15,3,1,14,103,0,0,-41,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-15
18,T.J. Warren,PHX,21,16,9,7,146.5,58,25,54,46.3,4,13,30.8,4,4,100.0,10,9,19,4,9,5,1,17,96,0,0,-19,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-15
19,James Young,BOS,19,17,6,11,164.4,55,22,58,37.9,9,35,25.7,2,5,40.0,2,21,23,9,3,2,2,9,105,0,0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-15
20,Mitch McGary,OKC,23,5,5,0,71.3,39,15,26,57.7,0,0,0.0,9,12,75.0,12,14,26,0,4,1,1,10,72,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-15
21,Jordan Adams,MEM,20,15,9,6,105.8,33,12,29,41.4,4,10,40.0,5,10,50.0,2,10,12,7,7,7,4,13,84,0,0,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-15
21,Noah Vonleh,CHA,19,11,4,7,91.1,33,11,26,42.3,1,5,20.0,10,14,71.4,9,17,26,2,4,2,4,7,81,0,0,-22,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-15
23,C.J. Wilcox,LAC,24,11,7,4,61.5,31,12,25,48.0,5,12,41.7,2,2,100.0,0,3,3,4,3,2,0,3,44,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-15
24,Tyler Ennis,MIL,20,8,3,5,58.4,22,9,21,42.9,2,6,33.3,2,2,100.0,1,6,7,14,8,0,2,3,49,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-15
25,Bruno Caboclo,TOR,19,4,3,1,15.7,8,3,9,33.3,2,3,66.7,0,0,0.0,1,1,2,0,1,0,1,1,12,0,0,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-15
26,Lucas Nogueira,TOR,22,5,3,2,19.9,6,2,7,28.6,0,0,0.0,2,4,50.0,1,9,10,1,2,2,0,6,24,0,0,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-15
27,Adreian Payne,MIN,24,3,2,1,19.2,5,2,7,28.6,0,1,0.0,1,2,50.0,1,3,4,0,0,1,0,4,13,0,0,-19,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-15
28,Julius Randle,LAL,20,1,0,1,13.6,2,1,3,33.3,0,0,0.0,0,2,0.0,0,0,0,0,1,0,0,1,1,0,0,-18,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-15
29,Clint Capela,HOU,21,6,4,2,19.8,0,0,10,0.0,0,0,0.0,0,8,0.0,3,5,8,1,3,1,1,3,14,0,0,-23,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-15
1,Karl-Anthony Towns,MIN,20,54,17,37,1627.3,922,380,700,54.3,18,48,37.5,144,169,85.2,152,397,549,78,113,34,98,162,1981,30,0,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
